Name,ID,Listed Price,Lot Size,Listing Date,Underwriter(s),Sponsor(s),Payee Bank,No. of Global Offered Shares,Lower Price,Upper Price,Market Cap mean,Market Cap spread (%),No. of HK Offered Shares,No. of HK Offered Shares(%),No. of International Placing Shares,No. of International Placing Shares(%),YearFinancialComp,Current Ratio (X),Quick Ratio (X),Long Term Debt/Equity (%),Total Debt/Equity (%),Total Debt/Capital Employed (%),Return on Equity (%),Return on Capital Employ (%),Return on Total Assets (%),Operating Profit Margin (%),Pre-tax Profit Margin (%),Net Profit Margin (%),Inventory Turnover (X),Dividend Payout (%),YearPnL,Currency,Unit,Turnover,Operating Profit,Exceptional Items,Associates,Pre-tax Operating Profit,Taxation,Minority Interests,Profit Attributable to Shareholders,Depreciation,Interest Paid,Interest Capitalized,Disposal / Revaluation of Fixed Assets,Taxation Rate (%),Turnover Growth (%),Growth of Profit Attributable to Shareholders (%),Currency,Unit,Net Cash Flow from Operating Activities,Net Cash Flow from Return on Investments & Servicing of Finance,Interest Received,Interest Paid,Dividend Received,Dividend Paid,Net Cash Flow from Return on Investments & Servicing of Finance : Others,Refunded/Taxes(Paid),Net Cash Flow from Investing Activities,Additions to Fixed Assets,Disposal of Fixed Assets,Increase in Investments,Decrease in Investments,Net Cash Flow with Related Parties,Net Cash Flow from Investing Activities : Others,Net Cash Flow before Financing Activities,Net Cash Flow from Financing Activities,New Loans,Loans Repayment,Fixed Interest/Debt Instruments Financing,Repayment of Fixed Interest/Debt Instruments Financing,Equity Financing,Net Cash Flow from Financing Activities : Others,Increase(Decrease) in Cash & Cash Equivalents,Cash & Cash Equivalents at Beginning of Year,Net Cash Flow due to Change in Exchange Rate/Others,Cash & Cash Equivalents at End of Year,YearCashFlow,Currency,Unit,Fixed Assets,Investments,Current Assets,Other Assets,Total Assets,Long Term Debt,Other Long Term Liabilities,Current Liabilities,Share Capital,Reserves,Equity,Inventory,Cash in Hand,Short Term Debt,Total Debt,YearBalanceSheet,PE Ratio,PB Ratio
RADIANCE HLDGS,HKG:9993,4.3,1000.0, 2020/10/29," ABCI Securities Company Limited, CLSA Limited, Haitong International Securities Company Limited, CMB International Capital Limited, Guotai Junan Securities (Hong Kong) Limited, GLAM Capital Limited, Vision Capital International Holdings Limited, AMTD Global Markets Limited, China Silver Bullet Securities Company Limited, Livermore Holdings Limited"," ABCI Capital Limited, Haitong International Capital Limited, CLSA Capital Markets Limited","
Bank Area Branch Address
Hang Seng Bank Limited Hong Kong Island Head Office 83 Des Voeux Road Central
Wanchai Branch 1/F, Allied Kajima Building, 138 Gloucester Road
Kowloon Tsimshatsui Branch 18 Carnarvon Road
Kowloon Main Branch 618 Nathan Road
CMB Wing Lung Bank, Limited Hong Kong Island Kennedy Town Branch 28 Catchick Street
North Point Branch 361 King’s Road
Kowloon Mongkok Branch B/F CMB Wing Lung Bank Centre, 636 Nathan Road",600000000.0,3.5,4.5,16000000000.0,0.125, 60000000,0.1, 540000000,0.9,"['2017/12', '2018/12', '2019/12']",1.3633333333333333,0.39333333333333337,162.76,290.00666666666666,96.13666666666666,15.136666666666665,5.0,1.8933333333333333,23.373333333333335,23.30333333333333,13.156666666666666,0.24333333333333332,0,"['2019/12', '2018/12', '2017/12']","['RMB', 'RMB', 'RMB']","['Thousand', 'Thousand', 'Thousand']",20589174500.0,4511085066.666666,0.0,-30710366.666666664,4480374699.999999,1716078299.9999998,254673633.33333334,2509622766.666666,76448166.66666667,3988464116.666666,3447605316.6666665,0.0,43730.66666666666,56453.5,13673.499999999998,"['RMB', 'RMB', 'RMB']","['Thousand', 'Thousand', 'Thousand']",-2787920849.9999995,-2172887050.0,223487166.66666663,-2549464516.666666,462812899.99999994,-1770999.9999999998,0.0,-2042781416.6666665,-3511349816.6666665,-60476583.33333333,2598616.6666666665,-2629890533.333333,890741700.0,-1710748049.9999998,-3574966.666666666,-10514939133.333332,12210565450.0,27743092966.666664,-19610586599.999996,5035205425.0,-2763777750.0,0.0,1568373833.333333,1695626316.6666667,7008315816.666666,0.0,8703942133.333332,"['2019/12', '2018/12', '2017/12']","['RMB', 'RMB', 'RMB']","['Thousand', 'Thousand', 'Thousand']",610737783.3333334,15273364666.666664,116201739649.99998,4655513566.666666,136741355666.66666,27187719249.999996,2927331900.0,86114840500.0,0.0,16662216216.666664,16662216216.666664,83114553750.0,12919424683.333334,21253823516.666664,48441542766.66666,"['2019/12', '2018/12', '2017/12']",0.9563190260613273,0.05031532692252989
SIMCERE PHARMA,HKG:2096,13.7,1000.0, 2020/10/27," Morgan Stanley Asia Limited, Morgan Stanley & Co. International plc, China International Capital CorporationHong Kong Securities Limited, UBS AG Hong Kong Branch, CMB International Capital Limited, CNCB (Hong Kong) Capital Limited"," Morgan Stanley Asia Limited, China International Capital Corporation Hong Kong Securities Limited","
Bank Area Branch Address
Bank of China (Hong Kong) Limited Hong Kong Island Shek Tong Tsui Branch 534 Queen’s Road West,Shek Tong Tsui
409 Hennessy Road Branch 409-415 Hennessy Road, Wan Chai
Kowloon Mei Foo Mount Sterling Mall Branch Shop N47-49 Mount Sterling Mall,Mei Foo Sun Chuen
Kowloon Plaza Branch Unit 1, Kowloon Plaza,485 Castle Peak Road, Kowloon
New Territories Tai Wai Branch 74-76 Tai Wai Road, Sha Tin, New Territories
Castle Peak Road (Yuen Long) Branch 162 Castle Peak Road, Yuen Long",260569000.0,12.1,13.7,33613357372.5,0.06201550387839051, 130285000,0.5, 130284000,0.5,"['2017/12', '2018/12', '2019/12']",0.9466666666666668,0.8766666666666666,36.87,140.26666666666668,80.55,44.79,25.39,11.053333333333333,19.283333333333335,18.30666666666667,15.08,20.083333333333332,0,"['2019/12', '2018/12', '2017/12']","['RMB', 'RMB', 'RMB']","['Thousand', 'Thousand', 'Thousand']",5143861833.333333,1013468166.6666665,0.0,-5681000.0,961454816.6666665,161161000.0,3449.9999999999995,800292666.6666665,177103833.33333334,88062016.66666666,4483275.0,0.0,22153.216666666667,16261.0,84047.74999999999,"['RMB', 'RMB', 'RMB']","['Thousand', 'Thousand', 'Thousand']",1161772166.6666665,-596056116.6666667,55104933.333333336,-91605933.33333331,1611149.9999999998,-840138249.9999999,0.0,-208155366.66666663,-658900933.3333334,-435111699.99999994,1688199.9999999998,-1423903549.9999998,1124448916.6666665,-799249.9999999999,74776450.0,-301340250.0,249588333.3333333,1926989833.333333,-1357128799.9999998,0.0,0.0,0.0,-305647766.6666667,-51751916.66666666,862332866.6666666,182466.66666666663,810763416.6666665,"['2019/12', '2018/12', '2017/12']","['RMB', 'RMB', 'RMB']","['Thousand', 'Thousand', 'Thousand']",1694772249.9999998,1132361683.3333333,3583127833.333333,604823716.6666665,7015085483.333332,649749233.3333333,654264899.9999999,3860816800.0,106566.66666666666,1849380166.6666665,1849486733.3333333,256558866.66666663,1097919183.3333333,1871212916.6666665,2520962150.0,"['2019/12', '2018/12', '2017/12']",4.2001385743049005,1.3445340052718726
CANGGANGRAILWAY,HKG:2169,0.95,4000.0, 2020/10/23," Innovax Securities Limited, Guotai Junan Securities (Hong Kong) Limited, China Everbright Securities (HK) Limited, Ever-Long Securities Company Limited, Maxa Capital Limited, Zhong Jia Securities Limited", Innovax Capital Limited,"
Bank Area Branch Address
Bank of China (Hong Kong) Limited Hong Kong Island Central District (Wing On House) Branch B/F-2/F, Wing On House 71 Des Voeux Road Central Central
New Territories Texaco Road Branch Shop A112, East Asia Gardens,36 Texaco Road, Tsuen Wan
Kowloon Kwun Tong Plaza Branch G1 Kwun Tong Plaza, 68 Hoi Yuen Road, Kwun Tong",250000000.0,0.85,1.1,975000000.0,0.1282051282051282, 25000000,0.1, 225000000,0.9,"['2017/12', '2018/12', '2019/12']",1.0166666666666668,1.0,42.64666666666667,74.17666666666666,49.47,12.183333333333332,8.256666666666668,6.246666666666666,34.22666666666667,27.873333333333335,20.813333333333333,81.01,0,"['2019/12', '2018/12', '2017/12']","['RMB', 'RMB', 'RMB']","['Thousand', 'Thousand', 'Thousand']",428618800.0,146436400.0,0.0,-182466.66666666663,119269566.66666667,30580033.33333333,0.0,89063283.33333333,34656399.99999999,30518316.666666664,3533950.0,0.0,29516.283333333326,0.0,1817.0,"['RMB', 'RMB', 'RMB']","['Thousand', 'Thousand', 'Thousand']",173799500.0,1070266.6666666667,1070266.6666666667,0.0,0.0,0.0,0.0,-31039266.666666668,-99258799.99999999,-111004516.66666666,7361150.0,-154981666.66666666,159366233.33333334,0.0,0.0,44571700.0,-36011866.66666667,346773300.0,-282772733.3333333,0.0,0.0,0.0,0.0,8559833.333333332,40339700.0,0.0,48899533.333333336,"['2019/12', '2018/12', '2017/12']","['RMB', 'RMB', 'RMB']","['Thousand', 'Thousand', 'Thousand']",1082789016.6666665,4256916.666666666,307802866.6666666,32527749.999999996,1427376549.9999998,306772850.0,0.0,341165899.99999994,400067749.99999994,481304133.3333333,748015966.6666665,5307633.333333332,48899533.333333336,211880983.33333334,518653833.33333325,"['2019/12', '2018/12', '2017/12']",2.7368180340682855,0.22440398646431986
FIRST SERVICE,HKG:2107,2.4,2500.0, 2020/10/22," Haitong International Securities Company Limited, China Industrial Securities International Capital Limited, BOCI Asia Limited, Futu Securities International (Hong Kong) Limited", Haitong International Capital Limited,"
Bank Area Branch Address
Hang Seng Bank Limited Hong Kong Island Head Office 83 Des Voeux Road Central
Kowloon Kowloon Main Branch 618 Nathan Road
New Territories Yuen Long (Kau Yuk Road) Branch 1/F, Fu Ho Building, 5 Kau Yuk Road",250000000.0,1.86,2.46,2160000000.0,0.1388888888888889, 100000000,0.4, 150000000,0.6,"['2017/12', '2018/12', '2019/12']",1.61,1.6066666666666665,0,1.37,1.2033333333333334,21.376666666666665,19.493333333333336,8.533333333333333,15.51,15.51,11.033333333333333,527.1966666666666,0,"['2019/12', '2018/12', '2017/12']","['RMB', 'RMB', 'RMB']","['Thousand', 'Thousand', 'Thousand']",574778816.6666666,90232450.0,0.0,0.0,90232450.0,21750716.666666668,4153416.666666666,64328316.66666666,2824783.3333333335,177100.0,0.0,0.0,28327.949999999997,32619.749999999996,46143.75,"['RMB', 'RMB', 'RMB']","['Thousand', 'Thousand', 'Thousand']",81407733.33333333,-41164250.0,12169300.0,-177100.0,0.0,-79911775.0,0.0,-25643466.666666668,-81478650.0,-3863233.333333333,424349.99999999994,-292131816.6666666,270741433.3333334,0.0,-56649383.33333333,-66878633.33333333,70584700.0,11496550.0,0.0,0.0,0.0,56813833.33333333,-6794200.0,3706066.666666666,326721516.6666667,0.0,330427583.3333333,"['2019/12', '2018/12', '2017/12']","['RMB', 'RMB', 'RMB']","['Thousand', 'Thousand', 'Thousand']",5530349.999999999,38631183.333333336,652190683.3333334,45910299.99999999,742262516.6666666,0.0,343275.0,407991249.99999994,0.0,308037083.3333333,308037083.3333333,1465100.0,330542583.3333333,11496550.0,11496550.0,"['2019/12', '2018/12', '2017/12']",8.394436975525812,1.6171151070768526
NATURE ENERGY T,HKG:1597,2.0,1000.0, 2020/10/20," Essence International Securities (Hong Kong) Limited, Fortune (HK) Securities Limited, Guosen Securities (HK) Capital Company Limited, BOCOM International Securities Limited, Elstone Securities Limited, Kingkey Securities Group Limited, Koala Securities Limited, Shanxi Securities International Limited, SPDB International Capital Limited", Fortune Financial Capital Limited,"
Bank Area Branch Address
Bank of China (Hong Kong) Limited Kowloon Lam Tin Branch Shop 12, 49 Kai Tin Road,Lam Tin
Tseung Kwan O Plaza Branch Shop 112–125, Level 1, Tseung Kwan O Plaza,Tseung Kwan O
Hong Kong Island Taikoo Shing Branch Shop G1006, Hoi Shing Mansion, Taikoo Shing, Hong Kong",62500000.0,2.0,2.6,575000000.0,0.13043478260869565, 25000000,0.4, 37500000,0.6,"['2017/12', '2018/12', '2019/12']",0.9533333333333333,0.9133333333333334,193.07000000000002,419.0566666666667,115.42999999999999,56.89666666666667,23.540000000000003,9.493333333333332,26.85666666666667,19.896666666666665,16.28333333333333,22.416666666666668,0,"['2019/12', '2018/12', '2017/12']","['RMB', 'RMB', 'RMB']","['Thousand', 'Thousand', 'Thousand']",162752983.33333334,42865483.33333333,0.0,-299000.0,34492716.666666664,4491900.0,948366.6666666665,29052449.999999996,7228133.333333332,7946499.999999999,0.0,0.0,15146.649999999998,118610.99999999999,217269.5,"['RMB', 'RMB', 'RMB']","['Thousand', 'Thousand', 'Thousand']",16755500.0,-6200033.333333333,21083.33333333333,-4659416.666666666,0.0,-4685099.999999999,0.0,-3010700.0,-20640966.666666668,-19216500.0,0.0,-2136700.0,0.0,0.0,0.0,-13096199.999999998,25902216.666666668,38660700.0,-26729066.666666664,0.0,0.0,0.0,0.0,12806016.666666664,2488600.0,0.0,15294616.666666664,"['2019/12', '2018/12', '2017/12']","['RMB', 'RMB', 'RMB']","['Thousand', 'Thousand', 'Thousand']",122093583.33333331,850999.9999999999,160078849.99999997,967916.6666666665,283424016.6666666,49190100.0,7670499.999999999,163856216.66666666,0.0,57437899.99999999,57437899.99999999,7166799.999999999,17823466.666666664,82791566.66666667,131981666.66666666,"['2019/12', '2018/12', '2017/12']",4.947947591339113,1.284660130315924
LANDRICH HLDG,HKG:2132,0.325,8000.0, 2020/10/20," Seazen Resources Securities Limited, Solomon Asset Management (Hong Kong) Limited, Yuzhou Financial Holdings Limited", Frontpage Capital Limited,"
Bank Area Branch Address
DBS Bank (Hong Kong) Limited Hong Kong Island Head Office G/F, The Center, 99 Queen’s Road Central
North Point G/F, 391 King’s Road, North Point
Kowloon Yaumatei Branch 131-137 Woo Sung Street,Yaumatei
New Territories Tuen Mun Town Plaza-SME Banking Centre Shop 23, G/F, Tuen Mun Town Plaza (II), 3 Tuen Lung Street, Tuen Mun",400000000.0,0.325,0.34,532000000.0,0.022556390977443608, 160000000,0.4, 240000000,0.6,"['2018/03', '2019/03', '2020/03']",1.5999999999999999,1.5999999999999999,0.06999999999999999,16.77333333333333,16.753333333333334,37.346666666666664,37.32333333333333,14.846666666666666,7.196666666666666,7.196666666666666,5.84,0,0,"['2020/03', '2019/03', '2018/03', '2017/03', '2016/03']","['HKD', 'HKD', 'HKD', 'HKD', 'HKD']","['Thousand', 'Thousand', 'Thousand', 'Thousand', 'Thousand']",541704600.0,32231000.0,0.0,0.0,32231000.0,5984200.0,0.0,26246800.0,3967800.0,189800.0,0.0,0.0,18971.200000000004,16535.000000000004,40807.50000000001,"['HKD', 'HKD', 'HKD', 'HKD', 'HKD']","['Thousand', 'Thousand', 'Thousand', 'Thousand', 'Thousand']",20986000.0,-7730400.0,140000.0,-186400.0,0.0,-19000000.0,0.0,-5302600.0,-6199800.0,-5077600.0,968600.0,0.0,0.0,0.0,-2613500.0,1753200.0,4908400.0,9500000.0,-2289600.0,0.0,0.0,4930666.666666667,0.0,6661600.0,28167000.0,0.0,34828600.0,"['2020/03', '2019/03', '2018/03', '2017/03', '2016/03']","['HKD', 'HKD', 'HKD', 'HKD', 'HKD']","['Thousand', 'Thousand', 'Thousand', 'Thousand', 'Thousand']",7983400.0,0.0,179664800.0,0.0,187648200.0,151000.0,0.0,123133000.0,10110800.0,54374200.0,64485000.0,0.0,42800000.0,8890600.0,8920800.0,"['2020/03', '2019/03', '2018/03', '2017/03', '2016/03']",5.067284392764071,2.061529686027479
EXCELLENCE CM,HKG:6989,10.68,1000.0, 2020/10/19," Haitong International Securities Company Limited, CMB International Capital Limited, ABCI Securities Company Limited, GF Securities (Hong Kong) Brokerage Limited, China PA Securities (Hong Kong) Company Limited"," CMB International Capital Limited, Haitong International Capital Limited","
Bank Area Branch Address
Hang Seng Bank Limited Hong Kong Island Head Office 83 Des Voeux Road Central
Kowloon Tsimshatsui Branch 18 Carnarvon Road
CMB Wing Lung Bank, Limited Hong Kong Island Kennedy Town Branch 28 Catchick Street
Kowloon Mongkok Branch B/F CMB Wing Lung Bank Centre, 636 Nathan Road
The Bank of East Asia, Limited Hong Kong Island Main Branch 10 Des Voeux Road Central
Shaukiwan Branch G/F, Ka Fook Building,289-293 Shau Kei Wan Road
Kowloon 133 Wai Yip Street Branch G/F, 133 Wai Yip Street,Kwun Tong, Kowloon
Mei Foo Sun Chuen Branch Shop N57, G/F, Mount Sterling Mall",300000000.0,9.3,10.68,11988000000.0,0.06906906906906907, 150000000,0.5, 150000000,0.5,"['2017/12', '2018/12', '2019/12']",1.16,1.16,16.083333333333332,75.88000000000001,47.696666666666665,52.19,35.796666666666674,9.013333333333334,18.069999999999997,17.983333333333334,10.503333333333332,0,0,"['2019/12', '2018/12', '2017/12']","['RMB', 'RMB', 'RMB']","['Thousand', 'Thousand', 'Thousand']",1535821933.333333,276081266.6666667,0.0,5406533.333333333,272978183.3333334,71146666.66666666,43377616.666666664,158453900.0,21175716.666666668,7767866.666666667,0.0,0.0,29927.216666666667,45557.24999999999,32913.0,"['RMB', 'RMB', 'RMB']","['Thousand', 'Thousand', 'Thousand']",103460900.0,-4388783.333333333,1465100.0,-6313883.333333332,1380000.0,0.0,0.0,-65042850.0,-350766100.0,-19895766.666666668,394450.0,-2122301233.333333,1965453116.6666667,-523249999.99999994,0.0,-316736833.3333333,396006716.6666667,353625000.0,-67846933.33333333,0.0,0.0,0.0,7745249.999999999,79269883.33333331,490565083.33333325,0.0,569834966.6666666,"['2019/12', '2018/12', '2017/12']","['RMB', 'RMB', 'RMB']","['Thousand', 'Thousand', 'Thousand']",116138883.33333331,46233833.333333336,1581851833.333333,145958383.3333333,1890182933.333333,62612899.99999999,101228749.99999999,1397882116.6666667,9845150.0,311197666.6666667,321042816.6666666,0.0,652878383.3333333,243786966.66666666,306399866.6666666,"['2019/12', '2018/12', '2017/12']",18.91401852526192,7.663549139536267
TRUE PARTNER,HKG:8657,1.4,2000.0, 2020/10/16," Alliance Capital Partners Limited, BMI Securities Limited, Kingsway Financial Services Group Limited, SPDB International Capital Limited, Carlyon Securities Limited, China On Global Capital Group Limited, Easy Securities Limited, GLAM Capital Limited, HGNH International Securities Co., Limited, Sinomax Securities Limited", Alliance Capital Partners Limited, N/A,100000000.0,1.55,1.95,700000000.0,0.11428571428571428, 20000000,0.2, 80000000,0.8,"['2018/12', '2019/12']",3.715,3.715,1.31,2.31,2.135,80.89,77.91,59.75,61.85,61.85,53.13,0,0,"['2019/12', '2018/12']","['HKD', 'HKD']","['Thousand', 'Thousand']",101324500.0,42314500.0,0.0,0.0,38567000.0,6592500.0,837500.0,31137000.0,1241000.0,131000.0,0.0,0.0,13087.0,-71880.0,0.0,"['HKD', 'HKD']","['Thousand', 'Thousand']",42369500.0,-55500.0,13500.0,-69000.0,0.0,0.0,0.0,-1778000.0,-10904000.0,-1186000.0,0.0,-9687500.0,0.0,0.0,-61000.0,29632000.0,-998000.0,0.0,-998000.0,0.0,0.0,0.0,0.0,29133000.0,33805000.0,-165000.0,62855500.0,"['2019/12', '2018/12']","['HKD', 'HKD']","['Thousand', 'Thousand']",2922000.0,17494000.0,105642500.0,37500.0,126096000.0,2123000.0,0.0,28245500.0,32486000.0,59984500.0,92470500.0,0.0,62855500.0,1624000.0,3747000.0,"['2019/12', '2018/12']",5.620323088287247,1.7884425731089775
CHANNEL MICRON,HKG:2115,0.36,10000.0, 2020/10/15," Fruit Tree Securities Limited, Quasar Securities Co., Limited, Mont Avenir Capital Limited, Ballas Capital Limited, Tianda Securities Limited", Ballas Capital Limited,"
Bank Area Branch Address
Bank of China (Hong Kong) Limited Hong Kong Island Causeway Bay Branch 505 Hennessy Road,Causeway Bay, Hong Kong
Kowloon Prince Edward Road West (Mong Kok) Branch 116-118 Prince Edward Road West, Mong Kok, Kowloon
New Territorie Tai Po Plaza Branch Unit 4, Level 1 Tai Po Plaza, 1 On Tai Road, Tai Po, New Territories",350000000.0,0.36,0.4,532000000.0,0.05263157894736842, 35000000,0.1, 315000000,0.9,"['2017/12', '2018/12', '2019/12']",3.0100000000000002,2.776666666666667,1.6166666666666665,12.956666666666665,10.089999999999998,20.253333333333334,15.203333333333333,11.12,19.723333333333333,19.723333333333333,12.136666666666665,15.843333333333334,0,"['2019/12', '2018/12', '2017/12']","['RMB', 'RMB', 'RMB']","['Thousand', 'Thousand', 'Thousand']",200094633.33333334,38960466.66666666,0.0,0.0,38960466.66666666,8207549.999999999,11108425.0,23347300.0,3123783.3333333335,453866.6666666667,0.0,0.0,24284.93333333333,25604.75,-10453.499999999998,"['RMB', 'RMB', 'RMB']","['Thousand', 'Thousand', 'Thousand']",23218116.666666664,-11307949.999999998,612566.6666666666,-453866.6666666667,0.0,-17199975.0,0.0,-9124099.999999998,-3643200.0,-1227433.3333333333,202975.0,-42014100.0,59224999.99999999,0.0,-20316.666666666668,-857133.3333333334,922683.3333333333,16957899.999999996,-3857483.333333333,0.0,0.0,114999.99999999999,0.0,65550.0,48787216.66666666,716066.6666666666,49568833.333333336,"['2019/12', '2018/12', '2017/12']","['RMB', 'RMB', 'RMB']","['Thousand', 'Thousand', 'Thousand']",38414216.66666666,0.0,174172099.99999997,2959333.3333333335,215545650.0,1942733.333333333,3198916.666666666,59153700.0,102350.0,123480099.99999999,123514216.66666666,13018383.333333334,51508499.99999999,14426749.999999998,16369483.333333334,"['2019/12', '2018/12', '2017/12']",5.696590183875651,0.8681856942580721
CN LOGISTICS,HKG:2130,2.66,1000.0, 2020/10/15," CMBC Securities Company Limited, Yuan Tong Global Securities Limited, CCB International Capital Limited, CEB International Capital Corporation Limited, Souththe groupst Securities (HK) Brokerage Limited, SPDB International Capital Limited, Zhongtai International Securities Limited, Elstone Securities Limited, Grand View Securities Limited, China Sky Securities Limited, Royston Securities Limited, Aristo Securities Limited, K.K.M. Securities Limited, Lego Securities Limited, GLAM Capital Limited.", CMBC International Capital Limited,"
Bank Area Branch Address
Hang Seng Bank Limited Hong Kong Island North Point Branch 335 King’s Road
Head Office 83 Des Voeux Road Central
Kowloon Kowloon Main Branch 618 Nathan Road
Hung Hom Branch 21 Ma Tau Wai Road",53700000.0,2.45,2.85,662500000.0,0.07547169811320754, 16110000,0.3, 44034000,0.82,"['2017/12', '2018/12', '2019/12']",1.4566666666666668,1.4566666666666668,28.459999999999997,130.23,70.64,11.479999999999999,6.2,2.8299999999999996,4.72,4.283333333333333,1.64,0,0,"['2019/12', '2018/12', '2017/12']","['HKD', 'HKD', 'HKD']","['Thousand', 'Thousand', 'Thousand']",1515482333.3333333,71492666.66666667,0.0,439666.6666666667,64840000.0,20327333.333333332,0.0,24851333.333333332,77359333.33333333,7092333.333333333,0.0,0.0,31328.0,0.0,-17650.0,"['HKD', 'HKD', 'HKD']","['Thousand', 'Thousand', 'Thousand']",158203333.33333334,-13809333.333333334,347666.6666666667,-7092333.333333333,0.0,-7064666.666666667,0.0,-16150666.666666666,-102774666.66666667,-30103666.666666668,1705000.0,-230000.0,5392000.0,-76490333.33333333,393666.6666666667,25468666.666666668,-25991333.333333332,180689000.0,-225359000.0,0.0,0.0,390000.0,-2527000.0,-522666.6666666666,95692666.66666667,595000.0,95765000.0,"['2019/12', '2018/12', '2017/12']","['HKD', 'HKD', 'HKD']","['Thousand', 'Thousand', 'Thousand']",177370666.66666666,1721333.3333333333,682307666.6666666,24758666.666666668,886158333.3333334,67324666.66666667,8931000.0,468728000.0,520000.0,226865333.33333334,227385333.33333334,0.0,100218000.0,224845666.66666666,292170333.3333333,"['2019/12', '2018/12', '2017/12']",5.726252112562707,0.34836042164083497
WEIHAI BANK,HKG:9677,3.35,1000.0, 2020/10/12," Huatai Financial Holdings (Hong Kong) Limited, China International Capital Corporation Hong Kong Securities Limited, CMB International Capital Limited, CSFG International Securities Limited, Forthright Securities Company Limited, Sheng Yuan Securities Limited, Zhongtai International Securities Limited, CCB International Capital Limited, ABCI Securities Company Limited, ICBC International Securities Limited, Haitong International Securities Company Limited, AMTD Global Markets Limited, Maxa Capital Limited"," CMB International Capital Limited, Huatai Financial Holdings (Hong Kong) Limited, China International Capital Corporation Hong Kong Securities Limited","
Bank Area Branch Address
Bank of China (Hong Kong) Limited Kowloon Yau Ma Tei Branch 471 Nathan Road, Yau Ma Tei
Hong Kong Island Lee Chung Street Branch 29-31 Lee Chung Street, Chai Wan
Wan Chai (Wu Chung House) Branch 213 Queen’s Road East, Wan Chai
Kowloon Castle Peak Road (Cheung Sha Wan) Branch 365-371 Castle Peak Road Cheung Sha Wan, Kowloon
New Territories Citywalk Branch Shop 65 & 67-69, G/F, Citywalk, 1 Yeung Uk Road, Tsuen Wan, New Territories
Yuen Long (Hang Fat Mansion) Branch 8-18 Castle Peak Road, Yuen Long",877271000.0,3.35,3.51,3009039530.0,0.023323615160349854, 53099000,0.0605, 824172000,0.9395,"['RMB', 'RMB', 'RMB']","['Thousand', 'Thousand', 'Thousand']",-41563299.99999999,-2349753216.666667,0.0,-1788143433.333333,0.0,-561609783.3333334,0.0,-469112216.6666667,928528016.6666666,-79855233.33333333,11906333.333333334,-207996220466.66663,204274832733.3333,0.0,4717864649.999999,-1931900716.6666665,3484710833.333333,0.0,-121429650.0,78785020716.66667,-76118500000.0,0.0,0.0,1552810116.6666667,28503366016.666664,219649.99999999997,30056395783.333332,"['2019/12', '2018/12', '2017/12']",0,0
